Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Return
XLC,2021/9/7,85.470001,85.830002,85.269997,85.669998,84.308334,4117500,
XLC,2021/9/8,85.519997,85.760002,84.949997,85.230003,83.875336,3808500,-0.0051
XLC,2021/9/9,85.080002,85.360001,84.675003,84.809998,83.462021,4114400,-0.0049
XLC,2021/9/10,85.129997,85.260002,84.214996,84.260002,82.920753,5103400,-0.0065
XLC,2021/9/13,84.82,84.889999,84.050003,84.470001,83.127426,5291600,0.0025
XLC,2021/9/14,84.690002,84.790001,83.599998,83.739998,82.409019,5467600,-0.0086
XLC,2021/9/15,83.720001,84.297997,83.014999,84.150002,82.812508,4996700,0.0049
XLC,2021/9/16,84.040001,84.330002,83.464996,84.07,82.733772,3856600,-0.0010
XLC,2021/9/17,83.839996,84.029999,82.783997,83.139999,81.81855,9970600,-0.0111
XLC,2021/9/20,81.919998,82.040001,80.309998,81.330002,80.174263,8942900,-0.0201
XLC,2021/9/21,81.879997,82.129997,80.93,80.989998,79.839096,6469700,-0.0042
XLC,2021/9/22,80.739998,81.379997,80.589996,80.949997,79.799652,6815400,-0.0005
XLC,2021/9/23,81.309998,82.18,81.169998,81.779999,80.617859,3989400,0.0103
XLC,2021/9/24,81.410004,82.605003,81.300003,82.449997,81.278351,4402100,0.0082
XLC,2021/9/27,82.010002,82.68,81.760002,82.440002,81.268486,3459700,-0.0001
XLC,2021/9/28,81.610001,81.809998,80.309998,80.43,79.287048,8982600,-0.0244
XLC,2021/9/29,80.82,81.290001,80.25,80.360001,79.21804,5467100,-0.0009
XLC,2021/9/30,80.610001,80.949997,80.099998,80.110001,78.971596,10771000,-0.0031
XLC,2021/10/1,80.529999,81.824997,80.169998,81.459999,80.302406,7308600,0.0169
XLC,2021/10/4,80.900002,80.949997,79.081001,79.699997,78.567413,9449000,-0.0216
XLC,2021/10/5,79.980003,81.32,79.910004,80.889999,79.740509,3316100,0.0149
XLC,2021/10/6,80.080002,81.089996,79.730003,81.029999,79.878517,6599900,0.0017
XLC,2021/10/7,81.720001,82.144997,81.32,81.379997,80.223549,4263900,0.0043
XLC,2021/10/8,81.529999,81.639999,80.879997,80.980003,79.829239,2732400,-0.0049
XLC,2021/10/11,80.639999,80.949997,79.730003,79.760002,78.626572,3590000,-0.0151
XLC,2021/10/12,79.769997,79.838997,78.739998,79.019997,77.897087,7990700,-0.0093
XLC,2021/10/13,79.519997,79.650002,78.900002,79.389999,78.261833,4690400,0.0047
XLC,2021/10/14,80.129997,80.639999,79.959999,80.510002,79.365921,3614600,0.0141
XLC,2021/10/15,80.779999,80.800003,80.199997,80.32,79.178612,3100400,-0.0024
XLC,2021/10/18,80.220001,80.959999,80.059998,80.940002,79.78981,2975400,0.0077
XLC,2021/10/19,81.360001,81.730003,81.160004,81.720001,80.558723,2460300,0.0096
XLC,2021/10/20,81.910004,82.110001,81.599998,81.879997,80.716438,2934600,0.0020
XLC,2021/10/21,81.849998,82.160004,81.559998,82.120003,80.953041,2681200,0.0029
XLC,2021/10/22,80.879997,81.199997,79.980003,80.379997,79.237755,3131000,-0.0212
XLC,2021/10/25,80.139999,80.730003,79.690002,80.730003,79.582787,3225100,0.0044
XLC,2021/10/26,81.07,81.169998,79.629997,80.010002,78.873024,6559500,-0.0089
XLC,2021/10/27,79.889999,80.610001,79.684998,79.790001,78.656143,5846000,-0.0027
XLC,2021/10/28,79.849998,80.519997,79.349998,80.050003,78.912453,3589100,0.0033
XLC,2021/10/29,79.870003,80.440002,79.760002,80.300003,79.158905,2845100,0.0031
XLC,2021/11/1,80.580002,81.059998,80.205002,80.43,79.287048,4124600,0.0016
XLC,2021/11/2,80.639999,80.775002,79.974998,80.440002,79.296906,3982100,0.0001
XLC,2021/11/3,80,80.760002,79.760002,80.730003,79.582787,2834100,0.0036
XLC,2021/11/4,80.980003,81.419998,80.68,81.050003,79.898247,6281800,0.0040
XLC,2021/11/5,81.760002,82.349998,81.610001,81.699997,80.538994,3237500,0.0080
XLC,2021/11/8,82.110001,82.110001,81.260002,81.339996,80.184113,3171700,-0.0044
XLC,2021/11/9,81.519997,81.669998,80.75,81.139999,79.986961,3920900,-0.0025
XLC,2021/11/10,80.730003,81.019997,79.910004,80.220001,79.08004,4074900,-0.0113
XLC,2021/11/11,80.230003,80.519997,80.014999,80.059998,78.922302,2046900,-0.0020
XLC,2021/11/12,80.459999,81.300003,80.160004,81.230003,80.075676,3240200,0.0146
XLC,2021/11/15,81.459999,81.910004,81.25,81.459999,80.302406,2319200,0.0028
XLC,2021/11/16,81.290001,81.440002,80.800003,80.849998,79.70108,2383200,-0.0075
XLC,2021/11/17,80.839996,81.019997,80.443001,80.540001,79.395493,7330300,-0.0038
XLC,2021/11/18,80.349998,80.370003,79.629997,79.959999,78.823715,3335900,-0.0072
XLC,2021/11/19,80.290001,80.480003,79.57,79.690002,78.557564,6857100,-0.0034
XLC,2021/11/22,79.800003,80,78.709999,78.720001,77.601357,4517100,-0.0122
XLC,2021/11/23,78.57,78.93,77.949997,78.510002,77.394333,5080500,-0.0027
XLC,2021/11/24,78.300003,78.724998,77.900002,78.620003,77.502769,4243100,0.0014
XLC,2021/11/26,77.860001,77.864998,77.110001,77.18,76.083229,4963000,-0.0183
XLC,2021/11/29,78.050003,78.199997,77.375,77.839996,76.733849,6518700,0.0086
XLC,2021/11/30,77.529999,77.529999,75.285004,75.370003,74.29895,10423700,-0.0317
XLC,2021/12/1,76.449997,76.660004,73.589996,73.629997,72.583687,9392300,-0.0231
XLC,2021/12/2,73.910004,75.175003,73.760002,74.870003,73.806068,7579100,0.0168
XLC,2021/12/3,75.230003,75.360001,73.730003,74.699997,73.638458,8986900,-0.0023
XLC,2021/12/6,75.120003,76.114998,74.830002,75.93,74.85099,7739200,0.0165
XLC,2021/12/7,76.730003,77.080002,76.480003,76.709999,75.619904,4549200,0.0103
XLC,2021/12/8,76.919998,77.464996,76.644997,77.269997,76.171951,9484400,0.0073
XLC,2021/12/9,77.050003,77.495003,76.480003,76.660004,75.570633,4065500,-0.0079
XLC,2021/12/10,77.129997,77.279999,76.120003,76.699997,75.610054,4255400,0.0005
XLC,2021/12/13,76.610001,76.949997,76.065002,76.300003,75.215736,4980800,-0.0052
XLC,2021/12/14,75.43,76.239998,75.330002,76.099998,75.018578,7010600,-0.0026
XLC,2021/12/15,75.919998,76.985001,74.913002,76.900002,75.807213,6693200,0.0105
XLC,2021/12/16,77.080002,77.690002,76.550003,76.790001,75.698784,7365300,-0.0014
XLC,2021/12/17,76.290001,77.074997,75.82,76.480003,75.393181,9932400,-0.0040
XLC,2021/12/20,75.559998,75.839996,75.080002,75.790001,74.866684,4487000,-0.0070
XLC,2021/12/21,76.150002,77.324997,75.980003,77.230003,76.289131,5198200,0.0190
XLC,2021/12/22,77.059998,77.629997,76.900002,77.419998,76.476822,3267000,0.0025
XLC,2021/12/23,77.519997,78.370003,77.480003,78.110001,77.158417,2383200,0.0089
XLC,2021/12/27,78.349998,79.044998,78.339996,78.870003,77.909157,2667600,0.0097
XLC,2021/12/28,78.959999,79.544998,78.714996,78.830002,77.869637,3214700,-0.0005
XLC,2021/12/29,78.870003,79.07,78.193001,78.440002,77.484398,3775600,-0.0049
XLC,2021/12/30,78.629997,79.190002,78.610001,78.769997,77.810364,4483500,0.0042
XLC,2021/12/31,78.57,78.870003,77.654999,77.68,76.73365,5689100,-0.0138
XLC,2022/1/3,77.860001,78.510002,77.800003,78.220001,77.267067,11984800,0.0070
XLC,2022/1/4,78.529999,78.730003,77.620003,78.050003,77.099144,11729100,-0.0022
XLC,2022/1/5,78.059998,78.440002,76.07,76.089996,75.163025,19325400,-0.0251
XLC,2022/1/6,76.129997,77.379997,75.889999,76.43,75.498863,14641300,0.0045
XLC,2022/1/7,76.43,76.959999,76.150002,76.440002,75.508751,7882800,0.0001
XLC,2022/1/10,75.709999,75.980003,74.230003,75.959999,75.034607,9446100,-0.0063
XLC,2022/1/11,75.889999,76.919998,75.489998,76.910004,75.973038,6813400,0.0125
XLC,2022/1/12,77.190002,77.440002,76.629997,77.010002,76.071815,5666800,0.0013
XLC,2022/1/13,77.199997,77.370003,76.074997,76.209999,75.281555,6354100,-0.0104
XLC,2022/1/14,75.540001,76.620003,75.535004,76.559998,75.627289,6608600,0.0046
XLC,2022/1/18,76.5,76.620003,75.474998,75.629997,74.708618,5903000,-0.0121
XLC,2022/1/19,75.849998,76.668999,75.450996,75.5,74.580208,6647000,-0.0017
XLC,2022/1/20,75.940002,76.830002,74.665001,74.75,73.839348,7335300,-0.0099
XLC,2022/1/21,73.779999,74.195,72.190002,72.220001,71.340179,14330900,-0.0338
XLC,2022/1/24,71.099998,72.839996,69.480003,72.75,71.863708,18812500,0.0073
XLC,2022/1/25,71.540001,72.220001,70.620003,71.260002,70.391869,9180300,-0.0205
XLC,2022/1/26,72.349998,72.349998,69.510002,70.220001,69.364532,12982900,-0.0146
XLC,2022/1/27,70.720001,71.75,70.18,70.300003,69.443565,9541500,0.0011
XLC,2022/1/28,70.470001,72.330002,70.199997,72.309998,71.42907,6249500,0.0286
XLC,2022/1/31,72.300003,74,71.82,73.949997,73.049088,6105900,0.0227
XLC,2022/2/1,74,74.690002,73.379997,74.589996,73.681297,6284100,0.0087
XLC,2022/2/2,76.57,76.57,75.260002,76.080002,75.153145,5357300,0.0200
XLC,2022/2/3,71.699997,72.489998,70.849998,70.989998,70.125153,9281100,-0.0669
XLC,2022/2/4,70.720001,71.754997,69.980003,71.169998,70.302963,6675800,0.0025
XLC,2022/2/7,71.349998,71.400002,69.754997,69.93,69.078072,4843500,-0.0174
XLC,2022/2/8,69.660004,70.144997,69.360001,69.900002,69.048424,6073900,-0.0004
XLC,2022/2/9,70.709999,71.889999,70.639999,71.870003,70.994431,6325600,0.0282
XLC,2022/2/10,70.879997,72.105003,70.519997,70.839996,69.976967,6571600,-0.0143
XLC,2022/2/11,70.800003,71.190002,69.059998,69.309998,68.465614,7358900,-0.0216
XLC,2022/2/14,69.230003,69.760002,68.779999,69.32,68.475494,5342600,0.0001
XLC,2022/2/15,70.059998,70.330002,69.699997,70.290001,69.433685,4291900,0.0140
XLC,2022/2/16,69.360001,69.949997,68.949997,69.800003,68.949654,4556400,-0.0070
XLC,2022/2/17,69.220001,69.360001,67.894997,67.940002,67.112305,7516700,-0.0266
XLC,2022/2/18,68.139999,68.584999,67.209999,67.410004,66.588768,7513300,-0.0078
XLC,2022/2/22,67.059998,67.794998,66.25,66.720001,65.907173,8859500,-0.0102
XLC,2022/2/23,67.160004,67.32,65.550003,65.599998,64.800812,6548700,-0.0168
XLC,2022/2/24,64.07,67.580002,64.029999,67.440002,66.618401,10993400,0.0280
XLC,2022/2/25,67.580002,68.625,67.129997,68.529999,67.695114,7187100,0.0162
XLC,2022/2/28,67.699997,68.870003,67.620003,68.449997,67.616089,8388800,-0.0012
XLC,2022/3/1,68.139999,68.580002,67.209999,67.589996,66.766571,6151100,-0.0126
XLC,2022/3/2,67.779999,68.440002,67.360001,68.169998,67.339508,7782500,0.0086
XLC,2022/3/3,68.660004,68.779999,67.18,67.459999,66.638161,6528200,-0.0104
XLC,2022/3/4,67.089996,67.379997,66.190002,66.489998,65.67997,6324800,-0.0144
XLC,2022/3/7,66.389999,66.389999,64.239998,64.279999,63.496891,7726800,-0.0332
XLC,2022/3/8,64.190002,65.809998,63.685001,64.120003,63.338852,10154000,-0.0025
XLC,2022/3/9,65.629997,66.254997,65.379997,66.040001,65.235458,6776000,0.0299
XLC,2022/3/10,65.150002,65.75,64.845001,65.550003,64.751427,5783600,-0.0074
XLC,2022/3/11,65.970001,66.050003,64.290001,64.370003,63.585804,4982600,-0.0180
XLC,2022/3/14,64.360001,65.050003,63.490002,63.619999,62.84494,6998900,-0.0117
XLC,2022/3/15,64.099998,64.949997,63.75,64.839996,64.050072,6259300,0.0192
XLC,2022/3/16,65.400002,66.650002,64.860001,66.629997,65.818268,6621600,0.0276
XLC,2022/3/17,66.410004,67.349998,66.169998,67.349998,66.529495,5120700,0.0108
XLC,2022/3/18,67.099998,68.309998,66.889999,68.230003,67.398781,8622200,0.0131
XLC,2022/3/21,67.779999,67.919998,66.739998,67.419998,66.767937,6153900,-0.0094
XLC,2022/3/22,67.519997,69.050003,67.480003,68.68,68.015747,4462400,0.0187
XLC,2022/3/23,68.18,68.614998,67.735001,67.739998,67.084839,5143200,-0.0137
XLC,2022/3/24,68.169998,68.870003,67.93,68.849998,68.184097,4300700,0.0164
XLC,2022/3/25,69.029999,69.389999,68.410004,69.18,68.51091,3854400,0.0048
XLC,2022/3/28,69.099998,69.410004,68.400002,69.400002,68.728783,2914400,0.0032
XLC,2022/3/29,69.980003,70.809998,69.82,70.610001,69.927086,6935100,0.0174
XLC,2022/3/30,70.330002,70.610001,69.849998,70.110001,69.431923,4664600,-0.0071
XLC,2022/3/31,70.099998,70.099998,68.763,68.779999,68.114777,4784900,-0.0190
XLC,2022/4/1,69.110001,69.330002,68.730003,69.290001,68.619858,4019000,0.0074
XLC,2022/4/4,69.720001,71.275002,69.720001,71.199997,70.511375,5201400,0.0276
XLC,2022/4/5,71.230003,71.57,70.120003,70.290001,69.610184,3991300,-0.0128
XLC,2022/4/6,69.519997,69.699997,68.529999,68.980003,68.312851,5010900,-0.0186
XLC,2022/4/7,68.870003,69.029999,67.410004,68.379997,67.718651,4387200,-0.0087
XLC,2022/4/8,68.239998,68.669998,67.709999,68.080002,67.421555,3827900,-0.0044
XLC,2022/4/11,67.629997,68.263,67.110001,67.199997,66.550056,5360900,-0.0129
XLC,2022/4/12,67.93,68.190002,66.315002,66.650002,66.005394,8250300,-0.0082
XLC,2022/4/13,66.550003,67.900002,66.449997,67.629997,66.975906,6185900,0.0147
XLC,2022/4/14,67.839996,67.839996,66.440002,66.480003,65.837029,4718700,-0.0170
XLC,2022/4/18,66.440002,66.757004,65.68,66.260002,65.619156,6386400,-0.0033
XLC,2022/4/19,66.080002,67.760002,65.940002,67.580002,66.926392,4526200,0.0199
XLC,2022/4/20,66.360001,66.379997,64.339996,64.650002,64.024734,9530500,-0.0434
XLC,2022/4/21,64.839996,65.25,62.630001,62.810001,62.202522,8232100,-0.0285
XLC,2022/4/22,62.82,62.970001,61.209999,61.32,60.726929,9702000,-0.0237
XLC,2022/4/25,61.200001,62.189999,60.82,62.16,61.558811,13360400,0.0137
XLC,2022/4/26,61.740002,61.740002,60.09,60.119999,59.538536,9913000,-0.0328
XLC,2022/4/27,59.259998,59.919998,58.43,58.779999,58.211498,17372400,-0.0223
XLC,2022/4/28,60.82,61.511002,59.330002,61.130001,60.538773,11269800,0.0400
XLC,2022/4/29,60.740002,61.48,58.970001,59.060001,58.488789,9692600,-0.0339
XLC,2022/5/2,59.18,60.740002,59.060001,60.689999,60.103024,11094700,0.0276
XLC,2022/5/3,60.529999,61.400002,60.080002,60.849998,60.261478,8362100,0.0026
XLC,2022/5/4,60.580002,63.09,60.005001,62.939999,62.331264,9761100,0.0343
XLC,2022/5/5,62.189999,62.43,60,60.619999,60.033703,9109600,-0.0369
XLC,2022/5/6,60.150002,60.32,58.919998,59.369999,58.795792,9318600,-0.0206
XLC,2022/5/9,58.549999,59.07,57.599998,57.830002,57.270687,11949000,-0.0259
XLC,2022/5/10,58.75,59.16,57.560001,58.09,57.528175,9633000,0.0045
XLC,2022/5/11,57.869999,59.049999,56.950001,57.040001,56.488331,15059700,-0.0181
XLC,2022/5/12,56.57,58.380001,56.279999,57.66,57.102329,16809300,0.0109
XLC,2022/5/13,57.84,59.32,57.77,59.009998,58.439274,5895400,0.0234
XLC,2022/5/16,58.669998,59.32,58.490002,58.630001,58.062946,6900800,-0.0064
XLC,2022/5/17,59.52,59.950001,59.080002,59.91,59.33057,10530000,0.0218
XLC,2022/5/18,59.23,59.509998,57.779999,57.950001,57.38953,9766400,-0.0327
XLC,2022/5/19,57.720001,58.549999,57.650002,57.869999,57.310299,8299200,-0.0014
XLC,2022/5/20,58.580002,58.805,56.639999,58.02,57.458851,8785200,0.0026
XLC,2022/5/23,58.48,58.98,57.689999,58.889999,58.320435,9217000,0.0150
XLC,2022/5/24,56.91,57.029999,55.68,56.799999,56.250645,8468800,-0.0355
XLC,2022/5/25,56.610001,57.82,56.549999,57.560001,57.0033,5346200,0.0134
XLC,2022/5/26,57.700001,59.139999,57.68,58.959999,58.389755,4975200,0.0243
XLC,2022/5/27,59.240002,60.240002,59.099998,60.220001,59.637569,5187100,0.0214
XLC,2022/5/31,60.099998,60.790001,59.580002,60.18,59.597958,7167800,-0.0007
XLC,2022/6/1,60.650002,60.990002,59.259998,59.490002,58.914631,6233000,-0.0115
XLC,2022/6/2,59.419998,61.005001,59.27,60.939999,60.350609,7218600,0.0244
XLC,2022/6/3,60.32,60.490002,59.450001,59.619999,59.043373,4498500,-0.0217
XLC,2022/6/6,60.279999,60.535,59.505001,59.919998,59.340473,4689100,0.0050
XLC,2022/6/7,59.349998,60.41,59.209999,60.349998,59.766315,3251500,0.0072
XLC,2022/6/8,60.130001,61.035999,60.075001,60.189999,59.607861,3947500,-0.0027
XLC,2022/6/9,59.869999,60.27,58.290001,58.34,57.775753,4422200,-0.0307
XLC,2022/6/10,57.465,57.630001,56.605,56.709999,56.161518,6654000,-0.0279
XLC,2022/6/13,55.32,55.59,53.880001,54.029999,53.507439,7046500,-0.0473
