Ticker,Date,Return,Event
XLF,2021-09-20,-0.0232,Event 1
XLI,2021-09-20,-0.0115,Event 1
XLK,2021-09-20,-0.018,Event 1
XLP,2021-09-20,-0.009983523,Event 1
XLRE,2021-09-20,-0.0068,Event 1
XLU,2021-09-20,-0.0018,Event 1
XLV,2021-09-20,-0.0104,Event 1
XLY,2021-09-20,-0.0228,Event 1
XLC,2021-09-20,-0.0201,Event 1
XLB,2021-09-21,-0.002,Event 1
XLE,2021-09-21,0.002,Event 1
XLF,2021-09-21,-0.0014,Event 1
XLI,2021-09-21,-0.0053,Event 1
XLK,2021-09-21,0.0,Event 1
XLP,2021-09-21,-0.001139413,Event 1
XLRE,2021-09-21,0.0002,Event 1
XLU,2021-09-21,-0.0027,Event 1
XLV,2021-09-21,0.0015,Event 1
XLY,2021-09-21,0.0015,Event 1
XLC,2021-09-21,-0.0042,Event 1
XLB,2021-09-22,0.01,Event 1
XLE,2021-09-22,0.031,Event 1
XLF,2021-09-22,0.0167,Event 1
XLI,2021-09-22,0.0079,Event 1
XLK,2021-09-22,0.014,Event 1
XLP,2021-09-22,0.0028519,Event 1
XLRE,2021-09-22,0.0084,Event 1
XLU,2021-09-22,-0.0006,Event 1
XLV,2021-09-22,0.0017,Event 1
XLY,2021-09-22,0.0136,Event 1
XLC,2021-09-22,-0.0005,Event 1
XLB,2021-09-23,0.014,Event 1
XLE,2021-09-23,0.035,Event 1
XLF,2021-09-23,0.0245,Event 1
XLI,2021-09-23,0.0153,Event 1
XLK,2021-09-23,0.013,Event 1
XLP,2021-09-23,0.003696832,Event 1
XLRE,2021-09-23,-0.0049,Event 1
XLU,2021-09-23,-0.0053,Event 1
XLV,2021-09-23,0.0072,Event 1
XLY,2021-09-23,0.0101,Event 1
XLC,2021-09-23,0.0103,Event 1
XLB,2021-09-24,-0.001,Event 1
XLE,2021-09-24,0.008,Event 1
XLF,2021-09-24,0.0053,Event 1
XLI,2021-09-24,0.0021,Event 1
XLK,2021-09-24,0.001,Event 1
XLP,2021-09-24,0.00042495,Event 1
XLRE,2021-09-24,-0.0114,Event 1
XLU,2021-09-24,-0.0011,Event 1
XLV,2021-09-24,-0.0041,Event 1
XLY,2021-09-24,0.0037,Event 1
XLC,2021-09-24,0.0082,Event 1
XLB,2021-09-27,0.008,Event 1
XLE,2021-09-27,0.036,Event 1
XLF,2021-09-27,0.0136,Event 1
XLI,2021-09-27,0.001,Event 1
XLK,2021-09-27,-0.01,Event 1
XLP,2021-09-27,-0.004531191,Event 1
XLRE,2021-09-27,-0.0166,Event 1
XLU,2021-09-27,-0.0118,Event 1
XLV,2021-09-27,-0.0142,Event 1
XLY,2021-09-27,0.0054,Event 1
XLC,2021-09-27,-0.0001,Event 1
XLB,2021-09-28,-0.012,Event 1
XLE,2021-09-28,0.003,Event 1
XLF,2021-09-28,-0.0165,Event 1
XLI,2021-09-28,-0.0116,Event 1
XLK,2021-09-28,-0.03,Event 1
XLP,2021-09-28,-0.011806612,Event 1
XLRE,2021-09-28,-0.006,Event 1
XLU,2021-09-28,-0.0126,Event 1
XLV,2021-09-28,-0.0171,Event 1
XLY,2021-09-28,-0.0193,Event 1
XLC,2021-09-28,-0.0244,Event 1
XLB,2021-09-29,-0.004,Event 1
XLE,2021-09-29,0.0,Event 1
XLF,2021-09-29,0.0008,Event 1
XLI,2021-09-29,0.0011,Event 1
XLK,2021-09-29,-0.001,Event 1
XLP,2021-09-29,0.009068679,Event 1
XLRE,2021-09-29,0.0065,Event 1
XLU,2021-09-29,0.0131,Event 1
XLV,2021-09-29,0.0079,Event 1
XLY,2021-09-29,0.001,Event 1
XLC,2021-09-29,-0.0009,Event 1
XLB,2021-09-30,-0.016,Event 1
XLE,2021-09-30,-0.015,Event 1
XLF,2021-09-30,-0.0157,Event 1
XLI,2021-09-30,-0.0205,Event 1
XLK,2021-09-30,-0.007,Event 1
XLP,2021-09-30,-0.01797434,Event 1
XLRE,2021-09-30,-0.0159,Event 1
XLU,2021-09-30,-0.0079,Event 1
XLV,2021-09-30,-0.0123,Event 1
XLY,2021-09-30,-0.0167,Event 1
XLC,2021-09-30,-0.0031,Event 1
XLB,2021-10-01,0.016,Event 1
XLE,2021-10-01,0.034,Event 1
XLF,2021-10-01,0.0165,Event 1
XLI,2021-10-01,0.0137,Event 1
XLK,2021-10-01,0.015,Event 1
XLP,2021-10-01,0.002614639,Event 1
XLRE,2021-10-01,0.0108,Event 1
XLU,2021-10-01,0.0,Event 1
XLV,2021-10-01,0.0002,Event 1
XLY,2021-10-01,0.0075,Event 1
XLC,2021-10-01,0.0169,Event 1
XLB,2021-10-04,-0.004,Event 1
XLE,2021-10-04,0.016,Event 1
XLF,2021-10-04,-0.0087,Event 1
XLI,2021-10-04,-0.0054,Event 1
XLK,2021-10-04,-0.023,Event 1
XLP,2021-10-04,-0.003187469,Event 1
XLRE,2021-10-04,0.0011,Event 1
XLU,2021-10-04,0.0138,Event 1
XLV,2021-10-04,-0.0152,Event 1
XLY,2021-10-04,-0.0079,Event 1
XLC,2021-10-04,-0.0216,Event 1
XLB,2021-10-05,0.009,Event 1
XLE,2021-10-05,0.006,Event 1
XLF,2021-10-05,0.0196,Event 1
XLI,2021-10-05,0.0112,Event 1
XLK,2021-10-05,0.014,Event 1
XLP,2021-10-05,0.005087304,Event 1
XLRE,2021-10-05,-0.0078,Event 1
XLU,2021-10-05,-0.0025,Event 1
XLV,2021-10-05,0.006,Event 1
XLY,2021-10-05,0.004,Event 1
XLC,2021-10-05,0.0149,Event 1
XLB,2021-10-06,-0.002,Event 1
XLE,2021-10-06,-0.011,Event 1
XLF,2021-10-06,0.001,Event 1
XLI,2021-10-06,0.0044,Event 1
XLK,2021-10-06,0.007,Event 1
XLP,2021-10-06,0.00968919,Event 1
XLRE,2021-10-06,0.0096,Event 1
XLU,2021-10-06,0.0155,Event 1
XLV,2021-10-06,-0.0018,Event 1
XLY,2021-10-06,0.0032,Event 1
XLC,2021-10-06,0.0017,Event 1
XLB,2021-10-07,0.013,Event 1
XLE,2021-10-07,0.008,Event 1
XLF,2021-10-07,0.006,Event 1
XLI,2021-10-07,0.0078,Event 1
XLK,2021-10-07,0.009,Event 1
XLP,2021-10-07,0.004439871,Event 1
XLRE,2021-10-07,0.0011,Event 1
XLU,2021-10-07,-0.0053,Event 1
XLV,2021-10-07,0.0133,Event 1
XLY,2021-10-07,0.0156,Event 1
XLC,2021-10-07,0.0043,Event 1
XLB,2021-10-08,-0.006,Event 1
XLE,2021-10-08,0.031,Event 1
XLF,2021-10-08,0.0049,Event 1
XLI,2021-10-08,-0.0001,Event 1
XLK,2021-10-08,-0.004,Event 1
XLP,2021-10-08,-0.001140609,Event 1
XLRE,2021-10-08,-0.0109,Event 1
XLU,2021-10-08,-0.0074,Event 1
XLV,2021-10-08,-0.005,Event 1
XLY,2021-10-08,-0.0046,Event 1
XLC,2021-10-08,-0.0049,Event 1
XLB,2021-10-11,0.0,Event 1
XLE,2021-10-11,-0.004,Event 1
XLF,2021-10-11,-0.01,Event 1
XLI,2021-10-11,-0.008,Event 1
XLK,2021-10-11,-0.006,Event 1
XLP,2021-10-11,-0.000285667,Event 1
XLRE,2021-10-11,0.0013,Event 1
XLU,2021-10-11,-0.0136,Event 1
XLV,2021-10-11,-0.0078,Event 1
XLY,2021-10-11,-0.0041,Event 1
XLC,2021-10-11,-0.0151,Event 1
XLB,2021-10-12,0.001,Event 1
XLE,2021-10-12,0.001,Event 1
XLF,2021-10-12,-0.0031,Event 1
XLI,2021-10-12,-0.0033,Event 1
XLK,2021-10-12,-0.005,Event 1
XLP,2021-10-12,0.000428348,Event 1
XLRE,2021-10-12,0.0134,Event 1
XLU,2021-10-12,0.0067,Event 1
XLV,2021-10-12,-0.0048,Event 1
XLY,2021-10-12,0.0079,Event 1
XLC,2021-10-12,-0.0093,Event 1
XLB,2021-10-13,0.008,Event 1
XLE,2021-10-13,-0.001,Event 1
XLF,2021-10-13,-0.0057,Event 1
XLI,2021-10-13,0.0021,Event 1
XLK,2021-10-13,0.006,Event 1
XLP,2021-10-13,0.001855658,Event 1
XLRE,2021-10-13,0.0057,Event 1
XLU,2021-10-13,0.0117,Event 1
XLV,2021-10-13,0.0016,Event 1
XLY,2021-10-13,0.0049,Event 1
XLC,2021-10-13,0.0047,Event 1
XLB,2021-10-14,0.024,Event 1
XLE,2021-10-14,0.012,Event 1
XLF,2021-10-14,0.0167,Event 1
XLI,2021-10-14,0.0189,Event 1
XLK,2021-10-14,0.023,Event 1
XLP,2021-10-14,0.011255128,Event 1
XLRE,2021-10-14,0.0141,Event 1
XLU,2021-10-14,0.0123,Event 1
XLV,2021-10-14,0.0143,Event 1
XLY,2021-10-14,0.0105,Event 1
XLC,2021-10-14,0.0141,Event 1
XLB,2021-10-15,0.003,
XLE,2021-10-15,0.005,
XLF,2021-10-15,0.0149,
XLI,2021-10-15,0.0096,
XLK,2021-10-15,0.008,
XLP,2021-10-15,-0.002395132,
XLRE,2021-10-15,0.0004,
XLU,2021-10-15,-0.0029,
XLV,2021-10-15,0.0049,
XLY,2021-10-15,0.0153,
XLC,2021-10-15,-0.0024,
XLB,2021-10-18,-0.001,
XLE,2021-10-18,0.001,
XLF,2021-10-18,0.0003,
XLI,2021-10-18,0.0007,
XLK,2021-10-18,0.008,
XLP,2021-10-18,-0.005931186,
XLRE,2021-10-18,0.0017,
XLU,2021-10-18,-0.0096,
XLV,2021-10-18,-0.0068,
XLY,2021-10-18,0.0122,
XLC,2021-10-18,0.0077,
XLB,2021-10-19,0.005,
XLE,2021-10-19,0.011,
XLF,2021-10-19,0.0099,
XLI,2021-10-19,0.0059,
XLK,2021-10-19,0.01,
XLP,2021-10-19,0.000426158,
XLRE,2021-10-19,0.0045,
XLU,2021-10-19,0.0126,
XLV,2021-10-19,0.0131,
XLY,2021-10-19,-0.0028,
XLC,2021-10-19,0.0096,
XLB,2021-10-20,0.008,Event 2
XLE,2021-10-20,0.008,Event 2
XLF,2021-10-20,0.008,Event 2
XLI,2021-10-20,0.0063,Event 2
XLK,2021-10-20,-0.003,Event 2
XLP,2021-10-20,0.005822223,Event 2
XLRE,2021-10-20,0.0153,Event 2
XLU,2021-10-20,0.0158,Event 2
XLV,2021-10-20,0.0143,Event 2
XLY,2021-10-20,-0.0007,Event 2
XLC,2021-10-20,0.002,Event 2
XLB,2021-10-21,-0.003,Event 2
XLE,2021-10-21,-0.018,Event 2
XLF,2021-10-21,-0.0042,Event 2
XLI,2021-10-21,0.002,Event 2
XLK,2021-10-21,0.004,Event 2
XLP,2021-10-21,-0.001270648,Event 2
XLRE,2021-10-21,0.0032,Event 2
XLU,2021-10-21,0.0,Event 2
XLV,2021-10-21,0.0041,Event 2
XLY,2021-10-21,0.0147,Event 2
XLC,2021-10-21,0.0029,Event 2
XLB,2021-10-22,-0.002,Event 2
XLE,2021-10-22,0.009,Event 2
XLF,2021-10-22,0.014,Event 2
XLI,2021-10-22,0.0035,Event 2
XLK,2021-10-22,-0.003,Event 2
XLP,2021-10-22,0.007774977,Event 2
XLRE,2021-10-22,0.0072,Event 2
XLU,2021-10-22,0.0051,Event 2
XLV,2021-10-22,0.004,Event 2
XLY,2021-10-22,-0.0036,Event 2
XLC,2021-10-22,-0.0212,Event 2
XLB,2021-10-25,0.01,Event 2
XLE,2021-10-25,0.015,Event 2
XLF,2021-10-25,-0.0012,Event 2
XLI,2021-10-25,0.0023,Event 2
XLK,2021-10-25,0.003,Event 2
XLP,2021-10-25,-0.000701374,Event 2
XLRE,2021-10-25,0.0029,Event 2
XLU,2021-10-25,-0.0043,Event 2
XLV,2021-10-25,0.0012,Event 2
XLY,2021-10-25,0.0248,Event 2
XLC,2021-10-25,0.0044,Event 2
XLB,2021-10-26,0.003,Event 2
XLE,2021-10-26,0.006,Event 2
XLF,2021-10-26,0.0007,Event 2
XLI,2021-10-26,-0.0062,Event 2
XLK,2021-10-26,0.003,Event 2
XLP,2021-10-26,0.003509228,Event 2
XLRE,2021-10-26,0.0046,Event 2
XLU,2021-10-26,0.0054,Event 2
XLV,2021-10-26,0.0049,Event 2
XLY,2021-10-26,0.0002,Event 2
XLC,2021-10-26,-0.0089,Event 2
XLB,2021-10-27,-0.014,Event 2
XLE,2021-10-27,-0.029,Event 2
XLF,2021-10-27,-0.0165,Event 2
XLI,2021-10-27,-0.0117,Event 2
XLK,2021-10-27,-0.001,Event 2
XLP,2021-10-27,-0.005874769,Event 2
XLRE,2021-10-27,-0.0073,Event 2
XLU,2021-10-27,-0.0067,Event 2
XLV,2021-10-27,-0.0079,Event 2
XLY,2021-10-27,0.0022,Event 2
XLC,2021-10-27,-0.0027,Event 2
XLB,2021-10-28,0.01,Event 2
XLE,2021-10-28,0.007,Event 2
XLF,2021-10-28,0.0123,Event 2
XLI,2021-10-28,0.0125,Event 2
XLK,2021-10-28,0.01,Event 2
XLP,2021-10-28,0.003517387,Event 2
XLRE,2021-10-28,0.0147,Event 2
XLU,2021-10-28,0.0066,Event 2
XLV,2021-10-28,0.0084,Event 2
XLY,2021-10-28,0.0133,Event 2
XLC,2021-10-28,0.0033,Event 2
XLB,2021-10-29,-0.005,Event 2
XLE,2021-10-29,-0.007,Event 2
XLF,2021-10-29,-0.004,Event 2
XLI,2021-10-29,0.0003,Event 2
XLK,2021-10-29,0.004,Event 2
XLP,2021-10-29,-0.00098144,Event 2
XLRE,2021-10-29,-0.012,Event 2
XLU,2021-10-29,-0.0059,Event 2
XLV,2021-10-29,0.0097,Event 2
XLY,2021-10-29,0.0026,Event 2
XLC,2021-10-29,0.0031,Event 2
XLB,2021-11-01,0.002,Event 2
XLE,2021-11-01,0.017,Event 2
XLF,2021-11-01,0.0005,Event 2
XLI,2021-11-01,0.0028,Event 2
XLK,2021-11-01,-0.001,Event 2
XLP,2021-11-01,0.001543912,Event 2
XLRE,2021-11-01,0.0023,Event 2
XLU,2021-11-01,0.0036,Event 2
XLV,2021-11-01,-0.0012,Event 2
XLY,2021-11-01,0.0183,Event 2
XLC,2021-11-01,0.0016,Event 2
XLB,2021-11-02,0.011,Event 2
XLE,2021-11-02,-0.009,Event 2
XLF,2021-11-02,0.0025,Event 2
XLI,2021-11-02,0.0033,Event 2
XLK,2021-11-02,0.009,Event 2
XLP,2021-11-02,0.006726536,Event 2
XLRE,2021-11-02,0.0094,Event 2
XLU,2021-11-02,0.0009,Event 2
XLV,2021-11-02,0.0063,Event 2
XLY,2021-11-02,-0.0067,Event 2
XLC,2021-11-02,0.0001,Event 2
XLB,2021-11-03,0.01,Event 2
XLE,2021-11-03,-0.008,Event 2
XLF,2021-11-03,0.0037,Event 2
XLI,2021-11-03,-0.0022,Event 2
XLK,2021-11-03,0.006,Event 2
XLP,2021-11-03,0.009326167,Event 2
XLRE,2021-11-03,0.0058,Event 2
XLU,2021-11-03,-0.0037,Event 2
XLV,2021-11-03,0.0059,Event 2
XLY,2021-11-03,0.018,Event 2
XLC,2021-11-03,0.0036,Event 2
XLB,2021-11-04,-0.001,Event 2
XLE,2021-11-04,0.001,Event 2
XLF,2021-11-04,-0.0131,Event 2
XLI,2021-11-04,0.004,Event 2
XLK,2021-11-04,0.016,Event 2
XLP,2021-11-04,0.000965333,Event 2
XLRE,2021-11-04,-0.0113,Event 2
XLU,2021-11-04,-0.0055,Event 2
XLV,2021-11-04,-0.0069,Event 2
XLY,2021-11-04,0.0135,Event 2
XLC,2021-11-04,0.004,Event 2
XLB,2021-11-05,0.008,Event 2
XLE,2021-11-05,0.013,Event 2
XLF,2021-11-05,0.0005,Event 2
XLI,2021-11-05,0.0102,Event 2
XLK,2021-11-05,0.005,Event 2
XLP,2021-11-05,0.005786643,Event 2
XLRE,2021-11-05,0.0023,Event 2
XLU,2021-11-05,0.0095,Event 2
XLV,2021-11-05,-0.0112,Event 2
XLY,2021-11-05,0.0064,Event 2
XLC,2021-11-05,0.008,Event 2
XLB,2021-11-08,0.013,Event 2
XLE,2021-11-08,0.009,Event 2
XLF,2021-11-08,0.0055,Event 2
XLI,2021-11-08,0.0041,Event 2
XLK,2021-11-08,0.005,Event 2
XLP,2021-11-08,-0.007945195,Event 2
XLRE,2021-11-08,-0.0002,Event 2
XLU,2021-11-08,-0.0149,Event 2
XLV,2021-11-08,0.0059,Event 2
XLY,2021-11-08,-0.0142,Event 2
XLC,2021-11-08,-0.0044,Event 2
XLB,2021-11-09,0.005,Event 3
XLE,2021-11-09,0.004,Event 3
XLF,2021-11-09,-0.0055,Event 3
XLI,2021-11-09,0.0025,Event 3
XLK,2021-11-09,-0.004,Event 3
XLP,2021-11-09,0.00345215,Event 3
XLRE,2021-11-09,0.0037,Event 3
XLU,2021-11-09,0.0051,Event 3
XLV,2021-11-09,-0.0037,Event 3
XLY,2021-11-09,-0.0185,Event 3
XLC,2021-11-09,-0.0025,Event 3
XLB,2021-11-10,-0.007,Event 3
XLE,2021-11-10,-0.026,Event 3
XLF,2021-11-10,-0.0017,Event 3
XLI,2021-11-10,-0.0056,Event 3
XLK,2021-11-10,-0.016,Event 3
XLP,2021-11-10,0.003027486,Event 3
XLRE,2021-11-10,-0.005,Event 3
XLU,2021-11-10,0.0081,Event 3
XLV,2021-11-10,0.0029,Event 3
XLY,2021-11-10,-0.0037,Event 3
XLC,2021-11-10,-0.0113,Event 3
XLB,2021-11-11,0.008,Event 3
XLE,2021-11-11,0.004,Event 3
XLF,2021-11-11,0.0028,Event 3
XLI,2021-11-11,-0.0041,Event 3
XLK,2021-11-11,0.005,Event 3
XLP,2021-11-11,-0.000686092,Event 3
XLRE,2021-11-11,0.0004,Event 3
XLU,2021-11-11,-0.0061,Event 3
XLV,2021-11-11,-0.0029,Event 3
XLY,2021-11-11,-0.0027,Event 3
XLC,2021-11-11,-0.002,Event 3
XLB,2021-11-12,0.007,Event 3
XLE,2021-11-12,-0.002,Event 3
XLF,2021-11-12,0.0022,Event 3
XLI,2021-11-12,0.0079,Event 3
XLK,2021-11-12,0.012,Event 3
XLP,2021-11-12,0.0,Event 3
XLRE,2021-11-12,0.0004,Event 3
XLU,2021-11-12,-0.0006,Event 3
XLV,2021-11-12,0.005,Event 3
XLY,2021-11-12,0.0033,Event 3
XLC,2021-11-12,0.0146,Event 3
XLB,2021-11-15,-0.005,Event 3
XLE,2021-11-15,0.008,Event 3
XLF,2021-11-15,0.0,Event 3
XLI,2021-11-15,0.0019,Event 3
XLK,2021-11-15,-0.001,Event 3
XLP,2021-11-15,0.004805042,Event 3
XLRE,2021-11-15,0.0056,Event 3
XLU,2021-11-15,0.0132,Event 3
XLV,2021-11-15,-0.0062,Event 3
XLY,2021-11-15,-0.0008,Event 3
XLC,2021-11-15,0.0028,Event 3
XLB,2021-11-16,-0.003,Event 3
XLE,2021-11-16,0.002,Event 3
XLF,2021-11-16,-0.001,Event 3
XLI,2021-11-16,0.0002,Event 3
XLK,2021-11-16,0.011,Event 3
XLP,2021-11-16,-0.006284826,Event 3
XLRE,2021-11-16,-0.0062,Event 3
XLU,2021-11-16,-0.0047,Event 3
XLV,2021-11-16,0.0042,Event 3
XLY,2021-11-16,0.0158,Event 3
XLC,2021-11-16,-0.0075,Event 3
XLB,2021-11-17,-0.007,Event 3
XLE,2021-11-17,-0.015,Event 3
XLF,2021-11-17,-0.0115,Event 3
XLI,2021-11-17,-0.006,Event 3
XLK,2021-11-17,-0.003,Event 3
XLP,2021-11-17,-0.002199881,Event 3
XLRE,2021-11-17,0.0066,Event 3
XLU,2021-11-17,0.0009,Event 3
XLV,2021-11-17,0.0014,Event 3
XLY,2021-11-17,0.0064,Event 3
XLC,2021-11-17,-0.0038,Event 3
XLB,2021-11-18,-0.004,Event 3
XLE,2021-11-18,-0.006,Event 3
XLF,2021-11-18,-0.005,Event 3
XLI,2021-11-18,-0.0021,Event 3
XLK,2021-11-18,0.01,Event 3
XLP,2021-11-18,-0.003583051,Event 3
XLRE,2021-11-18,-0.0002,Event 3
XLU,2021-11-18,-0.0052,Event 3
XLV,2021-11-18,0.0004,Event 3
XLY,2021-11-18,0.0113,Event 3
XLC,2021-11-18,-0.0072,Event 3
XLB,2021-11-19,-0.002,Event 3
XLE,2021-11-19,-0.039,Event 3
XLF,2021-11-19,-0.0109,Event 3
XLI,2021-11-19,-0.005,Event 3
XLK,2021-11-19,0.007,Event 3
XLP,2021-11-19,-0.00359539,Event 3
XLRE,2021-11-19,-0.0054,Event 3
XLU,2021-11-19,0.0057,Event 3
XLV,2021-11-19,-0.0061,Event 3
XLY,2021-11-19,0.0043,Event 3
XLC,2021-11-19,-0.0034,Event 3
XLB,2021-11-22,0.002,Event 3
XLE,2021-11-22,0.018,Event 3
XLF,2021-11-22,0.0141,Event 3
XLI,2021-11-22,0.0027,Event 3
XLK,2021-11-22,-0.011,Event 3
XLP,2021-11-22,0.00791125,Event 3
XLRE,2021-11-22,-0.005,Event 3
XLU,2021-11-22,0.0061,Event 3
XLV,2021-11-22,-0.0045,Event 3
XLY,2021-11-22,-0.0025,Event 3
XLC,2021-11-22,-0.0122,Event 3
XLB,2021-11-23,0.001,Event 3
XLE,2021-11-23,0.031,Event 3
XLF,2021-11-23,0.0157,Event 3
XLI,2021-11-23,0.0017,Event 3
XLK,2021-11-23,-0.002,Event 3
XLP,2021-11-23,0.006609611,Event 3
XLRE,2021-11-23,0.0106,Event 3
XLU,2021-11-23,0.001,Event 3
XLV,2021-11-23,0.0011,Event 3
XLY,2021-11-23,-0.0073,Event 3
XLC,2021-11-23,-0.0027,Event 3
XLB,2021-11-24,-0.007,Event 3
XLE,2021-11-24,0.01,Event 3
XLF,2021-11-24,-0.0022,Event 3
XLI,2021-11-24,-0.0011,Event 3
XLK,2021-11-24,0.007,Event 3
XLP,2021-11-24,-0.003009677,Event 3
XLRE,2021-11-24,0.0134,Event 3
XLU,2021-11-24,0.0006,Event 3
XLV,2021-11-24,-0.0004,Event 3
XLY,2021-11-24,0.0021,Event 3
XLC,2021-11-24,0.0014,Event 3
XLB,2021-11-26,-0.017,Event 3
XLE,2021-11-26,-0.04,Event 3
XLF,2021-11-26,-0.0332,Event 3
XLI,2021-11-26,-0.0271,Event 3
XLK,2021-11-26,-0.025,Event 3
XLP,2021-11-26,-0.012623217,Event 3
XLRE,2021-11-26,-0.0271,Event 3
XLU,2021-11-26,-0.0156,Event 3
XLV,2021-11-26,-0.0037,Event 3
XLY,2021-11-26,-0.0273,Event 3
XLC,2021-11-26,-0.0183,Event 3
XLB,2021-11-29,0.005,Event 3
XLE,2021-11-29,0.006,Event 3
XLF,2021-11-29,0.0031,Event 3
XLI,2021-11-29,0.0017,Event 3
XLK,2021-11-29,0.025,Event 3
XLP,2021-11-29,0.002501274,Event 3
XLRE,2021-11-29,0.0126,Event 3
XLU,2021-11-29,0.0148,Event 3
XLV,2021-11-29,0.0027,Event 3
XLY,2021-11-29,0.0155,Event 3
XLC,2021-11-29,0.0086,Event 3
XLB,2021-11-30,-0.025,Event 3
XLE,2021-11-30,-0.023,Event 3
XLF,2021-11-30,-0.0239,Event 3
XLI,2021-11-30,-0.0253,Event 3
XLK,2021-11-30,-0.008,Event 3
XLP,2021-11-30,-0.025644724,Event 3
XLRE,2021-11-30,-0.0209,Event 3
XLU,2021-11-30,-0.0292,Event 3
XLV,2021-11-30,-0.0196,Event 3
XLY,2021-11-30,-0.0135,Event 3
XLC,2021-11-30,-0.0317,Event 3
XLB,2021-12-01,-0.01,Event 3
XLE,2021-12-01,-0.011,Event 3
XLF,2021-12-01,-0.0111,Event 3
XLI,2021-12-01,-0.0139,Event 3
XLK,2021-12-01,-0.014,Event 3
XLP,2021-12-01,-0.004837052,Event 3
XLRE,2021-12-01,-0.0131,Event 3
XLU,2021-12-01,0.0018,Event 3
XLV,2021-12-01,-0.0018,Event 3
XLY,2021-12-01,-0.018,Event 3
XLC,2021-12-01,-0.0231,Event 3
XLB,2021-12-02,0.02,Event 3
XLE,2021-12-02,0.029,Event 3
XLF,2021-12-02,0.0298,Event 3
XLI,2021-12-02,0.0297,Event 3
XLK,2021-12-02,0.009,Event 3
XLP,2021-12-02,0.01057904,Event 3
XLRE,2021-12-02,0.0274,Event 3
XLU,2021-12-02,0.0127,Event 3
XLV,2021-12-02,0.0049,Event 3
XLY,2021-12-02,0.0142,Event 3
XLC,2021-12-02,0.0168,Event 3
XLB,2021-12-03,-0.002,Event 3
XLE,2021-12-03,-0.008,Event 3
XLF,2021-12-03,-0.0163,Event 3
XLI,2021-12-03,-0.0012,Event 3
XLK,2021-12-03,-0.017,Event 3
XLP,2021-12-03,0.012448684,Event 3
XLRE,2021-12-03,-0.005,Event 3
XLU,2021-12-03,0.01,Event 3
XLV,2021-12-03,0.0018,Event 3
XLY,2021-12-03,-0.0194,Event 3
XLC,2021-12-03,-0.0023,Event 3
XLB,2021-12-06,0.015,Event 3
XLE,2021-12-06,0.015,Event 3
XLF,2021-12-06,0.0153,Event 3
XLI,2021-12-06,0.0169,Event 3
XLK,2021-12-06,0.01,Event 3
XLP,2021-12-06,0.017605159,Event 3
XLRE,2021-12-06,0.0144,Event 3
XLU,2021-12-06,0.0153,Event 3
XLV,2021-12-06,0.0057,Event 3
XLY,2021-12-06,0.0114,Event 3
XLC,2021-12-06,0.0165,Event 3
XLB,2021-12-07,0.015,Event 3
XLE,2021-12-07,0.023,Event 3
XLF,2021-12-07,0.0179,Event 3
XLI,2021-12-07,0.0102,Event 3
XLK,2021-12-07,0.035,Event 3
XLP,2021-12-07,0.002196847,Event 3
XLRE,2021-12-07,0.0177,Event 3
XLU,2021-12-07,0.0075,Event 3
XLV,2021-12-07,0.0129,Event 3
XLY,2021-12-07,0.0233,Event 3
XLC,2021-12-07,0.0103,Event 3
XLB,2021-12-08,0.004,Event 3
XLE,2021-12-08,0.0,Event 3
XLF,2021-12-08,-0.0053,Event 3
XLI,2021-12-08,0.0025,Event 3
XLK,2021-12-08,0.005,Event 3
XLP,2021-12-08,-0.003151016,Event 3
XLRE,2021-12-08,0.0043,Event 3
XLU,2021-12-08,-0.001,Event 3
XLV,2021-12-08,0.0075,Event 3
XLY,2021-12-08,0.0025,Event 3
XLC,2021-12-08,0.0073,Event 3
XLB,2021-12-09,-0.006,Event 3
XLE,2021-12-09,-0.008,Event 3
XLF,2021-12-09,-0.002,Event 3
XLI,2021-12-09,-0.0031,Event 3
XLK,2021-12-09,-0.011,Event 3
XLP,2021-12-09,0.002748586,Event 3
XLRE,2021-12-09,-0.0127,Event 3
XLU,2021-12-09,-0.0013,Event 3
XLV,2021-12-09,0.0023,Event 3
XLY,2021-12-09,-0.0173,Event 3
XLC,2021-12-09,-0.0079,Event 3
XLB,2021-12-10,0.006,Event 3
XLE,2021-12-10,0.007,Event 3
XLF,2021-12-10,0.001,Event 3
XLI,2021-12-10,0.0041,Event 3
XLK,2021-12-10,0.02,Event 3
XLP,2021-12-10,0.016858723,Event 3
XLRE,2021-12-10,0.0051,Event 3
XLU,2021-12-10,0.0054,Event 3
XLV,2021-12-10,0.0035,Event 3
XLY,2021-12-10,0.007,Event 3
XLC,2021-12-10,0.0005,Event 3
XLB,2021-12-13,-0.006,Event 3
XLE,2021-12-13,-0.028,Event 3
XLF,2021-12-13,-0.0108,Event 3
XLI,2021-12-13,-0.0103,Event 3
XLK,2021-12-13,-0.015,Event 3
XLP,2021-12-13,0.013074504,Event 3
XLRE,2021-12-13,0.0134,Event 3
XLU,2021-12-13,0.0123,Event 3
XLV,2021-12-13,0.0094,Event 3
XLY,2021-12-13,-0.0258,Event 3
XLC,2021-12-13,-0.0052,Event 3
XLB,2021-12-14,-0.001,Event 3
XLE,2021-12-14,-0.004,Event 3
XLF,2021-12-14,0.006,Event 3
XLI,2021-12-14,-0.0095,Event 3
XLK,2021-12-14,-0.016,Event 3
